ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
639001341,23235396,,,Oldcroft Terrace,,Oldcroft Ter,,Oldcroft Terrace,,Forresterhill Road,,,,adj,,NW,ES003491,Stockethill,Aberdeen,,Aberdeen,,Stockethill,,0,UKOS,391416,807624,-2.143545,57.159388,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-27T18:35:46.094,3,revise,active
639001342,23235389,,,Oldcroft Terrace,,Oldcroft Ter,,Oldcroft Terrace,,Forresterhill Road,,,,opp,,SE,ES003491,Stockethill,Aberdeen,,Aberdeen,,Stockethill,,0,UKOS,391440,807616,-2.143148,57.159317,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-27T18:33:09.595,3,revise,active
639001351,23235373,,,Ashgrove Place,,Ashgrove Pl,,Ashgrove Place,,Forresterhill Road,,,,opp,,NW,ES003491,Stockethill,Aberdeen,,Aberdeen,,Ashgrove,,0,UKOS,391529,807456,-2.141672,57.157881,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-27T18:40:29.919,6,revise,active
639001352,23235367,,,Ashgrove Place,,Ashgrove Gdns North,,Ashgrove Place,,Forresterhill Road,,,,at,,SE,ES003491,Stockethill,Aberdeen,,Aberdeen,,Stockethill,,0,UKOS,391519,807493,-2.141838,57.158213,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-27T18:39:08.476,7,revise,active
639001361,23235348,,,Foresterhill Road,,,,Foresterhill Road,,Ashgrove Road West,,,,opp,,SW,ES000158,Ashgrove,Aberdeen,,Aberdeen,,Ashgrove,,1,UKOS,391683,807348,-2.139122,57.156914,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-10-25T18:14:10.570,8,revise,active
639001362,23235349,,,Foresterhill Road,,Forresterhill Rd,,Foresterhill Road,,Ashgrove Road West,,,,at,,NE,ES000158,Ashgrove,Aberdeen,,Aberdeen,,Ashgrove,,1,UKOS,391715,807376,-2.138594,57.157166,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-10-25T18:12:57.143,6,revise,active
639001371,23235356,,,Cornhill Terrace,,Cornhill Tce,,Cornhill Terrace,,Ashgrove Road West,,,,opp,,SW,ES000158,Ashgrove,Aberdeen,,Aberdeen,,Ashgrove,,0,UKOS,391890,807402,-2.135702,57.157403,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-27T19:28:42.239,5,revise,active
639001372,23235358,,,Cornhill Terrace,,,,Cornhill Terrace,,Ashgrove Road West,,,,at,,E,ES000158,Ashgrove,Aberdeen,,Aberdeen,,Ashgrove,,0,UKOS,391935,807423,-2.134959,57.157592,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-27T19:31:11.853,3,revise,active
639001381,23235362,,,Cornhill Road,,,,Cornhill Road,,Ashgrove Road West,,,,at,,W,ES000158,Ashgrove,Aberdeen,,Aberdeen,,Cornhill,,0,UKOS,392041,807426,-2.133206,57.157623,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2021-08-27T17:59:04.263,9,revise,inactive
639001382,23235364,,,Cornhill Road,,,,Cornhill Road,,Ashgrove Road West,,,,opp,,E,ES000158,Ashgrove,Aberdeen,,Aberdeen,,Ashgrove,,0,UKOS,392047,807439,-2.133107,57.15774,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2021-08-27T17:59:32.053,4,revise,inactive
639001391,23235365,,,Braefoot Road,,Braefoot Rd,,Braefoot Road,,Ashgrove Road West,,,,opp,,W,ES000158,Ashgrove,Aberdeen,,Aberdeen,,Ashgrove,,0,UKOS,392188,807445,-2.130776,57.157796,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2021-08-27T17:59:59.940,5,revise,inactive
639001392,23235368,,,Braefoot Road,,Braefoot Rd,,Braefoot Road,,Ashgrove Road West,,,,adj,,E,ES000158,Ashgrove,Aberdeen,,Aberdeen,,Ashgrove,,0,UKOS,392223,807462,-2.130198,57.157949,BCT,MKD,OTH,,,,111,2003-07-25T00:00:00.000,2021-08-27T18:00:17.631,4,revise,inactive
639001401,23235287,,,Aberdeen Royal Infirmary,,,,Aberdeen Royal Infirmary,,Cornhill Road,,,,at,,NW,ES003822,Westburn,Aberdeen,,Aberdeen,,Cornhill,,0,UKOS,392116,807231,-2.131961,57.15587,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-27T19:34:54.064,10,revise,active
639001402,23235293,,,Aberdeen Royal Infirmary,,,,Aberdeen Royal Infirmary,,Cornhill Road,,,,opp,,SE,ES003822,Westburn,Aberdeen,,Aberdeen,,Cornhill,,0,UKOS,392122,807272,-2.131862,57.156241,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2013-03-12T15:19:00.000,7,revise,active
639001411,23235695,,,Deansloch Crescent,,,,Deansloch Crescent,,Quarry Road,,,,at,,W,ES002887,Northfield,Aberdeen,,Aberdeen,,Northfield,,0,UKOS,390482,808342,-2.159014,57.165819,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T16:05:32.419,3,revise,active
639001412,23235724,,,Deansloch Crescent,,,,Deansloch Crescent,,Quarry Road,,,,opp,,E,ES002887,Northfield,Aberdeen,,Aberdeen,,Northfield,,0,UKOS,390527,808359,-2.15827,57.165973,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T16:18:24.091,8,revise,active
639001421,23235729,,,Cummings Park Terrace,,,,Cummings Park Terrace,,Quarry Road,,,,opp,,E,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,390751,808389,-2.154568,57.166247,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T16:22:01.287,4,revise,active
639001422,23235737,,,Cummings Park Crescent,,,,Cummings Park Crescent,,Granitehill Road,,,,at,,S,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,390797,808421,-2.153808,57.166535,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T16:26:30.812,6,revise,active
639001431,23235787,,,Cummings Park Drive,,,,Cummings Park Drive,,Granitehill Road,,,,opp,,N,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,390777,808568,-2.154144,57.167855,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T16:30:16.567,8,revise,active
639001432,23237246,,,Cummings Park Drive,,,,Cummings Park Drive,,Granitehill Road,,,,at,,S,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,390787,808606,-2.153981,57.168197,BCT,MKD,OTH,,,,111,2009-01-19T15:54:00.000,2022-02-24T16:36:49.742,5,revise,active
639001441,23235797,,,Bonnyview Road,,,,Bonnyview Road,,Provost Rust Drive,,,,opp,,W,N0073314,Heathryfold,Aberdeen,,Aberdeen,,Heathryfold,,1,UKOS,389681,808695,-2.172272,57.168974,BCT,MKD,PPT,,,,111,2003-07-17T00:00:00.000,2017-08-07T12:10:45.000,6,revise,active
639001442,23235823,,,Bonnyview Road,,,,Bonnyview Road,,Provost Rust Drive,,,,at,,SE,N0073314,Heathryfold,Aberdeen,,Aberdeen,,Heathryfold,,1,UKOS,389672,808708,-2.172422,57.169089,BCT,MKD,PPT,,,,111,2003-07-17T00:00:00.000,2022-02-24T16:49:59.926,5,revise,active
639001451,23235827,,,Bonnyview Drive,,,,Bonnyview Drive,,Provost Rust Drive,,,,at,,E,N0073314,Heathryfold,Aberdeen,,Aberdeen,,Heathryfold,,0,UKOS,389986,808744,-2.167231,57.16942,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T17:15:16.464,3,revise,active
639001452,23235829,,,Bonnyview Drive,,,,Bonnyview Drive,,Provost Rust Drive,,,,opp,,W,N0073314,Heathryfold,Aberdeen,,Aberdeen,,Heathryfold,,0,UKOS,390029,808741,-2.16652,57.169394,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T17:18:12.228,3,revise,active
639001461,23235832,,,Howes Crescent,,,,Howes Crescent,,Provost Rust Drive,,,,opp,,W,N0073314,Heathryfold,Aberdeen,,Aberdeen,,Heathryfold,,0,UKOS,390199,808764,-2.16371,57.169604,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T17:21:44.184,4,revise,active
639001462,23235835,,,Howes Crescent,,,,Howes Crescent,,Provost Rust Drive,,,,at,,E,N0073314,Heathryfold,Aberdeen,,Aberdeen,,Heathryfold,,0,UKOS,390260,808781,-2.162702,57.169758,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T17:23:14.249,4,revise,active
639001471,23235838,,,Heathryfold Circle,,,,Heathryfold Circle,,Provost Rust Drive,,,,opp,,W,N0073314,Heathryfold,Aberdeen,,Aberdeen,,Heathryfold,,0,UKOS,390524,808794,-2.158337,57.16988,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T18:09:55.529,6,revise,active
639001472,23235836,,,Heathryfold Circle,,,,Heathryfold Circle,,Provost Rust Drive,,,,at,,E,N0073314,Heathryfold,Aberdeen,,Aberdeen,,Heathryfold,,0,UKOS,390472,808804,-2.159197,57.169969,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T18:06:20.946,6,revise,active
639001481,23235828,,,Granitehill House,,,,Granitehill House,,Provost Rust Drive,,,,at,,W,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,390631,808780,-2.156567,57.169757,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T18:14:25.774,2,revise,active
639001482,23235825,,,Granitehill House,,,,Granitehill House,,Provost Rust Drive,,,,opp,,E,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings park,,0,UKOS,390626,808791,-2.15665,57.169856,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T18:12:09.359,4,revise,active
639001491,23235798,,,Fowler Avenue,,,,Fowler Avenue,,Provost Rust Drive,,,,opp,,NW,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,390845,808673,-2.153024,57.1688,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T18:57:37.113,5,revise,active
639001492,23235795,,,Fowler Avenue,,,,Fowler Avenue,,Provost Rust Drive,,,,adj,,SE,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,390883,808665,-2.152395,57.168729,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-24T18:54:28.290,5,revise,active
639001493,23237237,,,Granitehill Road,,,,Granitehill Road,,Provost Rust Drive,,,,opp,,SE,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,390756,808732,-2.154498,57.169328,BCT,MKD,OTH,,,,111,2008-11-05T15:52:00.000,2022-02-24T18:19:55.409,9,revise,active
639001494,23237248,,,Granitehill Road,,,,Granitehill Road,,Provost Rust Drive,,,,at,,NW,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,390735,808731,-2.154845,57.169319,BCT,MKD,OTH,,,,111,2008-11-05T15:55:00.000,2022-02-24T18:52:00.943,9,revise,active
639001501,23235792,,,Cummings Park Road,,Cummings Pk Rd,,Cummings Park Road,,Provost Rust Drive,,,,opp,,NW,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,391011,808586,-2.150276,57.168022,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-25T00:16:17.553,5,revise,active
639001502,23235783,,,Cummings Park Road,,Cummings Pk Rd,,Cummings Park Road,,Provost Rust Drive,,,,at,,SE,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,391057,808573,-2.149515,57.167906,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-25T00:19:01.954,5,revise,active
639001511,23235764,,,Kemp Street,,Kemp St,,Kemp Street,,Provost Rust Drive,,,,opp,,NW,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,391172,808501,-2.147611,57.167261,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-25T00:21:29.784,3,revise,active
639001512,23235753,,,Kemp Street,,Kemp St,,Kemp Street,,Provost Rust Drive,,,,adj,,SE,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,391229,808483,-2.146667,57.167101,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-25T00:24:04.730,3,revise,active
639001521,23235742,,,Moir Crescent,,Moir Cr,,Moir Crescent,,Provost Rust Drive,,,,adj,,NW,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,391335,808415,-2.144912,57.166492,BCT,MKD,OTH,,,,111,2003-07-17T00:00:00.000,2022-02-25T00:27:25.383,3,revise,active
639001522,23235754,,,Moir Crescent,,Moir Cr,,Moir Crescent,,Provost Rust Drive,,,,opp,,SE,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,391400,808393,-2.143837,57.166296,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-02-25T00:30:07.218,3,revise,active
639001531,23235654,,,Smithfield Drive,,,,Smithfield Drive,,Provost Rust Drive,,,,opp,,NW,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,391497,808330,-2.142231,57.165732,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-02-25T00:32:14.736,3,revise,active
639001532,23235685,,,Smithfield Drive,,,,Smithfield Drive,,Provost Rust Drive,,,,at,,SE,ES000934,Cummings Park,Aberdeen,,Aberdeen,,Cummings Park,,0,UKOS,391539,808321,-2.141536,57.165652,BCT,MKD,PPT,,,,111,2003-07-18T00:00:00.000,2022-02-25T00:34:04.987,3,revise,active
639001541,23235656,,,Stewart Park Place,,,,Stewart Park Place,,Rosehill Drive,,,,opp,,NW,ES001768,Hilton,Aberdeen,,Aberdeen,,Rosehill,,0,UKOS,391788,808167,-2.137414,57.164273,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-02-25T00:37:16.529,4,revise,active
639001542,23235648,,,Stewart Park Place,,Stewart Pk Pl,,Stewart Park Place,,Rosehill Drive,,,,at,,SE,ES001768,Hilton,Aberdeen,,Aberdeen,,Rosehill,,0,UKOS,391833,808151,-2.136669,57.16413,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-02-25T00:39:09.753,3,revise,active
639001551,23235653,,,Mosman Place,,Mosman Pl,,Mosman Place,,Hilton Avenue,,,,opp,,SW,ES001768,Hilton,Aberdeen,,Aberdeen,,Hilton,,0,UKOS,392021,808176,-2.133562,57.164358,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-02-25T13:04:00.522,4,revise,active
639001552,23235657,,,Mosman Place,,Mosman Pl,,Mosman Place,,Hilton Avenue,,,,at,,NE,ES001768,Hilton,Aberdeen,,Aberdeen,,Hilton,,0,UKOS,392043,808198,-2.133199,57.164556,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-02-25T13:06:55.918,4,revise,active
639001561,23235675,,,Hilton Heights,,,,Hilton Heights,,Hilton Avenue,,,,opp,,W,ES001768,Hilton,Aberdeen,,Aberdeen,,Hilton,,0,UKOS,392265,808259,-2.12953,57.165108,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-02-25T13:13:40.766,5,revise,active
639001562,23235674,,,Hilton Heights,,,,Hilton Heights,,Hilton Avenue,,,,at,,E,ES001768,Hilton,Aberdeen,,Aberdeen,,Hilton,,0,UKOS,392200,808254,-2.130605,57.165062,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-02-25T13:09:19.879,5,revise,active
639001571,23235749,,,Hilton Drive,,,,Hilton Drive,,Hilton Road,,,,at 65,,NE,ES001768,Hilton,Aberdeen,,Aberdeen,,Hilton,,0,UKOS,392282,808491,-2.129255,57.167194,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2013-05-02T11:14:00.000,6,revise,active
639001572,23235763,,,Hilton Drive,,,,Hilton Drive,,Hilton Road,,,,at 43,,SW,ES001768,Hilton,Aberdeen,,Aberdeen,,Hilton,,0,UKOS,392359,808501,-2.127982,57.167285,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2013-05-02T11:14:00.000,6,revise,active
639001581,23235767,,,Hilton Road,,,,Hilton Road,,Clifton Road,,,,at,,NW,ES001768,Hilton,Aberdeen,,Aberdeen,,Hilton,,0,UKOS,392527,808520,-2.125205,57.167458,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2012-12-14T10:42:00.000,5,revise,active
639001582,23235762,,,Hilton Road,,,,Hilton Road,,Clifton Road,,,,opp,,SE,ES001768,Hilton,Aberdeen,,Aberdeen,,Hilton,,0,UKOS,392541,808517,-2.124974,57.167432,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2012-12-14T10:42:00.000,6,revise,active
639001591,23235726,,,Clifton Place,,,,Clifton Place,,Clifton Road,,,,adj,,NW,ES001768,Hilton,Aberdeen,,Aberdeen,,Hilton,,0,UKOS,392723,808337,-2.121959,57.165818,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2011-10-07T14:23:00.000,2,revise,active
639001592,23235684,,,Clifton Place,,Clifton Pl,,Clifton Place,,Clifton Road,,,,opp,,SE,ES001768,Hilton,Aberdeen,,Aberdeen,,Hilton,,0,UKOS,392754,808320,-2.121446,57.165665,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2012-08-29T10:07:00.000,3,revise,active
639001601,23235642,,,Burnett Place,,Burnett Pl,,Burnett Place,,Clifton Road,,,,opp,,NW,ES001768,Hilton,Aberdeen,,Aberdeen,,Hilton,,0,UKOS,392913,808115,-2.118811,57.163826,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2012-08-29T10:09:00.000,4,revise,active
639001602,23235639,,,Burnett Place,,Burnett Pl,,Burnett Place,,Clifton Road,,,,adj,,SE,ES001768,Hilton,Aberdeen,,Aberdeen,,Hilton,,0,UKOS,392898,808153,-2.11906,57.164168,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2012-08-29T10:10:00.000,3,revise,active
639001611,23235623,,,Northern Hotel (Stop B),,,,Northern Hotel,,Clifton Road,,,,adj,,SE,ES002234,Kittybrewster,Aberdeen,,Aberdeen,,Kittybrewster,,0,UKOS,393059,807892,-2.116391,57.161826,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2024-04-16T11:23:05.588,5,revise,active
639001612,23235476,,,Northern Hotel (Stop A),,,,Kittybrewster,,Great Northern Road,,,,at,,N,ES002234,Kittybrewster,Aberdeen,,Aberdeen,,Kittybrewster,,0,UKOS,393067,807900,-2.116259,57.161896,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2024-04-16T11:23:19.679,6,revise,active
639001613,23235469,,,Northern Hotel,,,,Kittybrewster,,Great Northern Road,,,,opp,,S,ES002234,Kittybrewster,Aberdeen,,Aberdeen,,Kittybrewster,,0,UKOS,393081,807875,-2.116027,57.161671,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-02-28T17:00:03.820,5,revise,active
639001614,23237289,,,Northern Hotel,,,,Northern Hotel,,Clifton Road,,,,at 29,,NW,ES002234,Kittybrewster,Aberdeen,,Aberdeen,,Kittybrewster,,0,UKOS,393026,807933,-2.116937,57.162193,BCT,MKD,OTH,,,,111,2010-09-02T14:56:00.000,2013-05-02T11:17:00.000,2,revise,active
639001621,23235459,,,Ashgrove Road,,Ashgrove Rd,,Ashgrove Road,,Powis Terrace,,,,at,,NW,ES002234,Kittybrewster,Aberdeen,,Aberdeen,,Kittybrewster,,0,UKOS,393117,807777,-2.115429,57.160792,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-02-28T16:56:20.087,5,revise,active
639001622,23235426,,,Ashgrove Road,,,,Ashgrove Road,,Powis Terrace,,,,opp,,SE,ES002234,Kittybrewster,Aberdeen,,Aberdeen,,Kittybrewster,,0,UKOS,393162,807739,-2.114684,57.160451,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-02-28T16:51:40.056,4,revise,active
639001631,23235385,,,Erskine Street,,,,Erskine Street,,Powis Terrace,,,,NW-bound,,NW,ES002234,Kittybrewster,Aberdeen,,Aberdeen,,Kittybrewster,,0,UKOS,393327,807563,-2.111951,57.158874,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2013-05-02T11:20:00.000,3,revise,active
639001632,23235383,,,Erskine Street,,,,Erskine Street,,Powis Terrace,,,,SE-bound,,SE,ES002234,Kittybrewster,Aberdeen,,Aberdeen,,Kittybrewster,,0,UKOS,393334,807573,-2.111835,57.158964,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2013-05-02T11:20:00.000,2,revise,active
639001641,23235354,,,George Street,,,,George Street,,Powis Place,,,,adj,,NW,ES000011,Aberdeen,,,Aberdeen,,City Centre,,0,UKOS,393472,807428,-2.109551,57.157662,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-03-15T19:03:44.192,3,revise,active
639001642,23235346,,,Powis Lane,,,,Powis Lane,,Powis Place,,,,opp,,SE,ES000682,Causewayend,Aberdeen,,Aberdeen,,Causewayend,,0,UKOS,393567,807390,-2.10798,57.157322,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-03-15T18:55:58.827,4,revise,active
639001651,23235324,,,Fraser Place,,,,Fraser Place,,Powis Place,,,,at,,NW,ES000682,Causewayend,Aberdeen,,Aberdeen,,Causewayend,,0,UKOS,393684,807281,-2.106043,57.156344,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-03-15T18:52:43.102,3,revise,active
639001652,23235296,,,Fraser Place,,,,Fraser Place,,Powis Place,,,,opp,,SE,ES000682,Causewayend,Aberdeen,,Aberdeen,,Causewayend,,0,UKOS,393687,807303,-2.105994,57.156542,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-03-15T18:51:03.689,3,revise,active
639001661,23235268,,,Mounthooley Roundabout,,,,Mounthooley Roundabout,,Causewayend,,,,adj,,NW,ES000682,Causewayend,Aberdeen,,Aberdeen,,Causewayend,,0,UKOS,393889,807137,-2.10265,57.155053,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-03-15T18:49:05.218,6,revise,active
639001662,23235252,,,Mounthooly Roundabout,,,,Mounthooly Roundabout,,Causewayend,,,,at,,SE,ES000682,Causewayend,Aberdeen,,Aberdeen,,Causewayend,,0,UKOS,393926,807136,-2.102039,57.155045,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-03-15T18:37:49.079,6,revise,active
639001671,23234983,,,Nelson Street,,,,Nelson Street,,West North Street,,,,opp,,NW,ES000682,Causewayend,Aberdeen,,Aberdeen,,Causewayend,,1,UKOS,394095,806951,-2.099241,57.153385,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-03-15T18:33:26.462,5,revise,active
639001672,23234984,,,Nelson Street,,,,Nelson Street,,West North Street,,,,at,,SE,ES000682,Causewayend,Aberdeen,,Aberdeen,,Causewayend,,1,UKOS,394108,806972,-2.099026,57.153574,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-03-15T18:34:51.786,5,revise,active
639001681,23234927,,,St Clair Street,,,,St. Clair Street,,West North Street,,,,opp,,N,ES000011,Aberdeen,,,Aberdeen,,City Centre,,1,UKOS,394239,806731,-2.096855,57.151411,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-03-15T18:29:41.553,4,revise,active
639001682,23234879,,,St Clair Street,,,,St. Clair Street,,West North Street,,,,at,,S,ES000011,Aberdeen,,,Aberdeen,,City Centre,,1,UKOS,394257,806764,-2.096559,57.151708,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-03-15T18:31:27.090,4,revise,active
639001691,23234832,,,Shoe Lane,,,,Shoe Lane,,West North Street,,,,at,,NW,ES000011,Aberdeen,,,Aberdeen,,City Centre,,1,UKOS,394367,806569,-2.094736,57.149957,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2022-03-15T18:27:56.922,3,revise,active
639001701,23232986,,,Broomhill Road,,,,Broomhill Road,,Holburn Street,,,,opp,,S,ES001772,Holburn,Aberdeen,,Aberdeen,,Holburn,,0,UKOS,393147,805009,-2.114856,57.135927,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2021-08-13T13:23:18.536,3,revise,active
639001702,23232989,,,Broomhill Road,,,,Broomhill Road,,Holburn Street,,,,at,,N,ES001772,Holburn,Aberdeen,,Aberdeen,,Holburn,,0,UKOS,393133,804987,-2.115087,57.135729,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2021-08-13T13:25:21.324,4,revise,active
639001711,23232929,,,Balmoral Road,,,,Balmoral Road,,Holburn Street,,,,at,,S,ES001772,Holburn,Aberdeen,,Aberdeen,,Holburn,,0,UKOS,393081,804753,-2.115939,57.133626,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2021-08-13T13:32:46.667,3,revise,active
639001712,23232957,,,Balmoral Place,,,,Balmoral Place,,Holburn Street,,,,at,,N,ES001772,Holburn,Aberdeen,,Aberdeen,,Holburn,,0,UKOS,393096,804826,-2.115693,57.134282,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2021-08-13T13:29:30.516,6,revise,active
639001721,23232853,,,Gairn Terrace,,,,Gairn Terrace,,Holburn Street,,,,at,,S,ES001772,Holburn,Aberdeen,,Aberdeen,,Holburn,,0,UKOS,393029,804477,-2.11679,57.131146,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2021-08-13T13:39:57.339,10,revise,active
639001722,23232837,,,Abergeldie Road,,,,Abergeldie Road,,Holburn Street,,,,at,,N,ES001772,Holburn,Aberdeen,,Aberdeen,,Holburn,,0,UKOS,393025,804548,-2.116859,57.131784,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2021-08-13T13:37:17.466,6,revise,active
639001731,23232785,,,Riverside Terrace,,,,Riverside Terrace,,Holburn Street,,,,at,,SW,ES001772,Holburn,Aberdeen,,Aberdeen,,Holburn,,0,UKOS,392977,804230,-2.117642,57.128927,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2021-08-13T13:46:04.384,5,revise,active
639001732,23232838,,,Crathie Terrace,,,,Crathie Terrace,,Holburn Street,,,,opp,,N,ES001772,Holburn,Aberdeen,,Aberdeen,,Holburn,,0,UKOS,393003,804366,-2.117217,57.130149,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2021-08-13T13:43:01.912,4,revise,active
639001733,23232792,,,Riverside Terrace,,,,Riverside Terrace,,Holburn Street,,,,opp,,NE,ES001772,Holburn,Aberdeen,,Aberdeen,,Holburn,,0,UKOS,392964,804232,-2.117857,57.128944,BCT,MKD,OTH,,,,111,2003-07-18T00:00:00.000,2021-08-13T13:47:21.097,4,revise,active
