ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
639000011,23234375,,,Union Grove,,,,Albyn Grove,,Union Grove,,,,o/s 103,,SW,ES001772,Holburn,Aberdeen,,Aberdeen,,City Centre,,1,UKOS,392988,805587,-2.117499,57.141117,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T13:46:30.584,5,revise,active
639000012,23234378,,,Union Grove,,,,Holburn Street,,Union Grove,,,,o/s 82,,NE,ES001772,Holburn,Aberdeen,,Aberdeen,,Mannofield,,1,UKOS,393034,805610,-2.11674,57.141324,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T13:42:05.885,4,revise,active
639000021,23234365,,,Granton Place,,,,Granton Place,,Union Grove,,,,at,,SW,ES001772,Holburn,Aberdeen,,Aberdeen,,City Centre,,1,UKOS,392812,805526,-2.120406,57.140566,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T13:52:58.914,5,revise,active
639000022,23234369,,,Albyn Grove,,,,Albyn Grove,,Union Grove,,,,at,,NE,ES001772,Holburn,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392898,805574,-2.118986,57.140999,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T13:48:57.474,5,revise,active
639000031,23234354,,,Claremont Place,,,,Claremont Place,,Union Grove,,,,at,,SW,ES001772,Holburn,Aberdeen,,Aberdeen,,,,0,UKOS,392612,805428,-2.123707,57.139682,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T16:16:05.363,6,revise,active
639000032,23234362,,,Claremont Place,,,,Claremont Place,,Union Grove,,,,opp,,NE,ES001772,Holburn,Aberdeen,,Aberdeen,,,,0,UKOS,392676,805470,-2.122651,57.140061,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T16:21:23.578,4,revise,active
639000041,23234327,,,Brighton Place,,,,Brighton Place,,Union Grove,,,,at,,SW,ES002536,Mannofield,Aberdeen,,Aberdeen,,City Centre,,0,UKOS,392353,805331,-2.127982,57.138807,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T18:15:22.030,6,revise,active
639000042,23234347,,,St Swithin Street,,,,St Swithin Street,,Union Grove,,,,at,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392510,805401,-2.125392,57.139438,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T16:29:33.401,7,revise,active
639000051,23234295,,,Forest Avenue,,,,Forest Avenue,,Cromwell Road,,,,at,,SW,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392152,805255,-2.131302,57.138121,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T18:45:30.117,5,revise,active
639000052,23234325,,,Union Grove Lane,,,,Union Grove Lane,,Union Grove,,,,at,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392237,805299,-2.129899,57.138517,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T18:42:54.768,7,revise,active
639000061,23234282,,,Burns Road,,,,Burns Road,,Cromwell Road,,,,at,,SW,ES002536,Mannofield,Aberdeen,,Aberdeen,,,,0,UKOS,391963,805183,-2.134421,57.137471,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T18:51:44.465,8,revise,active
639000062,23234292,,,Burns Road,,,,Burns Road,,Cromwell Road,,,,opp,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Seafield,,0,UKOS,392015,805214,-2.133565,57.13775,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T18:49:30.841,6,revise,active
639000071,23234267,,,Cromwell Gardens,,,,Cromwell Gardens,,Cromwell Road,,,,at,,SW,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,391766,805109,-2.137675,57.136802,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T18:59:05.267,6,revise,active
639000072,23234274,,,Cromwell Gardens,,,,Cromwell Gardens,,Cromwell Road,,,,opp,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Seafield,,0,UKOS,391798,805132,-2.137147,57.13701,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T18:56:27.423,9,revise,active
639000081,23232982,,,Mayfield Gardens,,,,Mayfield Gardens,,Seafield Road,,,,opp,,SW,ES003277,Seafield,Aberdeen,,Aberdeen,,,,0,UKOS,391667,805003,-2.139307,57.135848,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T19:02:24.354,5,revise,active
639000082,23232983,,,Mayfield Gardens,,,,Mayfield Gardens,,Seafield Road,,,,at,,NE,ES003277,Seafield,Aberdeen,,Aberdeen,,Seafield,,0,UKOS,391617,804969,-2.140132,57.135542,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-10T19:04:53.808,4,revise,active
639000090,23232965,,,Seafield Drive West,,,,Seafield Drive West,,Seafield Road,,,,opp,,SW,ES003277,Seafield,Aberdeen,,Aberdeen,,Seafield,,0,UKOS,391425,804850,-2.143299,57.134471,BCT,MKD,OTH,,,,111,2003-07-25T00:00:00.000,2021-08-11T00:06:24.264,5,revise,active
639000091,23232956,,,Seafield Drive West,,,,Seafield Drive West,,Seafield Road,,,,at,,NE,ES003277,Seafield,Aberdeen,,Aberdeen,,Seafield,,0,UKOS,391438,804869,-2.143085,57.134642,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-11T00:06:52.058,7,revise,active
639000101,23232898,,,Viewfield Crescent,,,,Viewfield Crescent,,Countesswells Road,,,,opp,,SW,ES003277,Seafield,Aberdeen,,Aberdeen,,Seafield,,0,UKOS,391155,804678,-2.147754,57.132919,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-11T00:10:32.243,6,revise,active
639000102,23232934,,,Viewfield Avenue,,,,Viewfield Avenue,,Seafield Road,,,,at,,NE,ES003277,Seafield,Aberdeen,,Aberdeen,,Seafield,,0,UKOS,391196,804725,-2.147079,57.133342,BCT,MKD,OTH,,,,111,2003-07-15T00:00:00.000,2021-08-11T00:05:46.226,6,revise,active
639000111,23232962,,,Springfield Gardens,,,,Springfield Gardens,,Springfield Road,,,,adj,,NW,N0073328,Craigiebuckler,Aberdeen,,Aberdeen,,Craigiebuckler,,0,UKOS,390978,804840,-2.150684,57.134371,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T17:30:30.590,4,revise,active
639000112,23232945,,,Springfield Gardens,,,,Springfield Gardens,,Springfield Road,,,,opp,,SE,N0073328,Craigiebuckler,Aberdeen,,Aberdeen,,Craigiebuckler,,0,UKOS,391006,804807,-2.150221,57.134075,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T17:27:55.020,5,revise,active
639000121,23234272,,,Springfield Place,,,,Springfield Place,,Springfield Road,,,,at,,NW,N0073328,Craigiebuckler,Aberdeen,,Aberdeen,,Craigiebuckler,,0,UKOS,390821,805099,-2.153288,57.136694,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T17:54:18.193,6,revise,active
639000122,23234285,,,Craigieburn Park,,,,Craigieburn Park,,Springfield Road,,,,opp,,SE,N0073328,Craigiebuckler,Aberdeen,,Aberdeen,,Craigiebuckler,,0,UKOS,390877,805032,-2.15236,57.136094,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T17:42:11.370,4,revise,active
639000131,23234279,,,Church,,,,Church,,Craigiebuckler Avenue,,,,opp,,SW,N0073328,Craigiebuckler,Aberdeen,,Aberdeen,,Craigiebuckler,,0,UKOS,390657,805165,-2.156,57.137284,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T18:04:11.292,10,revise,active
639000132,23234286,,,Church,,,,Church,,Craigiebuckler Avenue,,,,at,,E,N0073328,Craigiebuckler,Aberdeen,,Aberdeen,,Craigiebuckler,,0,UKOS,390687,805185,-2.155505,57.137464,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T18:01:48.876,9,revise,active
639000141,23234263,,,Craigiebuckler Place,,,,Craigiebuckler Place,,Craigiebuckler Avenue,,,,at,,SW,N0073328,Craigiebuckler,Aberdeen,,Aberdeen,,Craigiebuckler,,0,UKOS,390462,805099,-2.159219,57.136687,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T18:10:15.164,6,revise,active
639000142,23234269,,,Craigiebuckler Place,,,,Craigiebuckler Place,,Craigiebuckler Avenue,,,,opp,,NE,N0073328,Craigiebuckler,Aberdeen,,Aberdeen,,Craigiebuckler,,0,UKOS,390493,805118,-2.158708,57.136858,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T18:07:50.392,8,revise,active
639000151,23234247,,,Burnieboozle Crescent,,,,Burnieboozle Crescent,,Craigiebuckler Avenue,,,,adj,,N,N0073328,Craigiebuckler,Aberdeen,,Aberdeen,,Craigiebuckler,,1,UKOS,390246,805040,-2.162785,57.136152,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T18:14:49.134,7,revise,active
639000161,23232794,,,Braeside Place,,,,Braeside Place,,Craigton Road,,,,at,,SW,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,0,UKOS,390970,804269,-2.150796,57.129241,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T10:48:51.583,4,revise,active
639000162,23232797,,,Braeside Place,,,,Braeside Place,,Craigton Road,,,,opp,,NE,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,0,UKOS,390985,804288,-2.150549,57.129412,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T10:56:32.381,3,revise,active
639000171,23232784,,,Airyhall Terrace,,,,Airyhall Terrace,,Airyhall Avenue,,,,at,,SE,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,0,UKOS,390705,804198,-2.15517,57.128598,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T10:26:03.738,5,revise,active
639000172,23232789,,,Airyhall Terrace,,,,Airyhall drive,,Airyhall Avenue,,,,opp,,NW,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,0,UKOS,390657,804212,-2.155964,57.128723,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T10:29:16.811,7,revise,active
639000181,23232825,,,Airyhall Drive,,,,Airyhall Drive,,Airyhall Avenue,,,,opp,,N,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,0,UKOS,390489,804323,-2.158743,57.129717,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T10:23:47.169,6,revise,active
639000182,23232829,,,Airyhall Crescent,,,,Airyhall Crescent,,Airyhall Avenue,,,,opp,,SE,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,0,UKOS,390487,804343,-2.158777,57.129896,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T10:19:45.493,5,revise,active
639000191,23232856,,,Countesswells Terrace,,,,Countesswells Terrace,,Countesswells Avenue,,,,opp,,NW,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,0,UKOS,390342,804470,-2.161177,57.131034,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T00:48:03.199,6,revise,active
639000192,23232847,,,Countesswells Terrace,,,,Countesswells Terrace,,Countesswells Avenue,,,,at,,SE,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,0,UKOS,390361,804463,-2.160863,57.130972,BCT,MKD,PPT,,,,111,2003-07-16T00:00:00.000,2021-08-11T00:45:40.086,7,revise,active
639000201,23232897,,,Pinewood Place,,,,Pinewood Place,,Countesswells Avenue,,,,at,,NW,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,0,UKOS,390210,804656,-2.163365,57.132702,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T00:55:17.944,4,revise,active
639000202,23232878,,,Pinewood Place,,,,Pinewood Place,,Countesswells Avenue,,,,opp,,SE,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,0,UKOS,390231,804642,-2.163017,57.132577,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T00:50:58.302,4,revise,active
639000211,23232923,,,Pinewood Avenue,,,,Pinewood Avenue,,Countesswells Avenue,,,,at,,S,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,1,UKOS,390166,804772,-2.164096,57.133743,BCT,MKD,PPT,,,,111,2003-07-16T00:00:00.000,2021-08-11T00:58:04.232,6,revise,active
639000221,23232834,,,Craigton Road,,,,Craigton Road,,Springfield Road,,,,at,,NW,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,0,UKOS,391194,804331,-2.147098,57.129803,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-06-22T18:28:55.944,4,revise,active
639000222,23232796,,,Craigton Terrace,,,,Craigton Terrace,,Springfield Road,,,,adj,,SE,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,0,UKOS,391247,804277,-2.14622,57.129321,BCT,MKD,OTH,,,,111,2003-07-25T00:00:00.000,2012-08-28T14:20:00.000,4,revise,active
639000231,23232782,,,Gordon Road,,,,Gordon Road,,Springfield Road,,,,opp,,NW,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,0,UKOS,391356,804117,-2.144414,57.127884,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-06-22T18:27:16.240,5,revise,active
639000232,23232769,,,Gordon Road,,,,Gordon Road,,Springfield Road,,,,at,,SE,N0076655,Airyhall,Aberdeen,,Aberdeen,,Airyhall,,0,UKOS,391337,804161,-2.14473,57.128278,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-08-11T15:48:28.456,8,revise,active
639000233,23237343,,,Braeside Avenue,,,,Braeside Avenue,,Springfield Road,,,,opp,,SE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,391410,804067,-2.143521,57.127435,BCT,MKD,OTH,,,,111,2010-11-01T15:18:00.000,2021-06-22T18:26:11.259,4,revise,active
639000241,23232768,,,Springfield Road,,,,Springfield Road,,St John's Terrace,,,,o/s 25,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,391489,804104,-2.142217,57.127769,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T18:43:14.240,4,revise,active
639000242,23232765,,,Springfield Road,,,,Springfield Road,,St John's Terrace,,,,opp 26,,SW,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,391491,804085,-2.142183,57.127599,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T18:46:52.329,6,revise,active
639000251,23232836,,,Morningside Road,,,,Morningside Road,,Great Western Road,,,,opp,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,391650,804358,-2.139566,57.130054,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T18:33:38.242,3,revise,active
639000252,23232787,,,Cranford Road,,,,Morningside Road,,Great Western Road,,,,adj,,SW,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,391707,804439,-2.138627,57.130783,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T18:30:21.275,4,revise,active
639000253,23232842,,,Gordon Terrace,,,,Gordon Terrace,,St John's Terrace,,,,opp,,SW,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,391614,804277,-2.140158,57.129326,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T18:38:04.294,6,revise,active
639000261,23232872,,,Mannofield Church,,,,Countesswells Road,,Great Western Road,,,,at,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,1,UKOS,391797,804550,-2.137144,57.131781,BCT,MKD,PPT,,,,111,2003-07-16T00:00:00.000,2021-10-15T18:25:04.129,5,revise,active
639000262,23232864,,,Mannofield Church,,,,Mannofield Church,,Great Western Road,,,,opp,,SW,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,391790,804526,-2.137259,57.131566,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T18:28:28.430,5,revise,active
639000271,23232894,,,Hammerfield Avenue,,,,Hammerfield Avenue,,Great Western Road,,,,opp,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,391973,804652,-2.13424,57.132701,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T18:17:22.617,8,revise,active
639000281,23232936,,,Louisville Avenue,,,,Louisville Avenue,,Great Western Road,,,,adj,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392116,804731,-2.131881,57.133413,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T18:09:34.448,4,revise,active
639000282,23232896,,,South Anderson Drive,,,,South Anderson Drive,,Great Western Road,,,,at,,SW,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392088,804703,-2.132342,57.133161,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T18:12:32.422,3,revise,active
639000291,23232954,,,Burns Road,,,,Burns Road,,Great Western Road,,,,at,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392278,804821,-2.129207,57.134224,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T18:04:45.509,5,revise,active
639000292,23232943,,,Burns Road,,,,Burns Road,,Great Western Road,,,,opp,,SW,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392237,804786,-2.129883,57.133909,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T18:07:27.885,9,revise,active
639000301,23232975,,,Salisbury Terrace,,,,Salisbury Terrace,,Great Western Road,,,,opp,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392468,804927,-2.126071,57.13518,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T17:54:11.396,3,revise,active
639000302,23232963,,,Gray Street,,,,Gray Street,,Great Western Road,,,,at,,SW,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392393,804873,-2.127309,57.134693,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T17:58:56.832,6,revise,active
639000311,23234238,,,Pitstruan Place,,,,Pitstruan Place,,Great Western Road,,,,opp,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392630,805018,-2.123398,57.136,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T17:51:34.818,3,revise,active
639000312,23234242,,,Brighton Place,,,,Brighton Place,,Great Western Road,,,,opp,,SW,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392612,804994,-2.123694,57.135784,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T17:48:38.746,3,revise,active
639000321,23234236,,,Ashley Road,,,,Ashley Road,,Great Western Road,,,,at,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392820,805165,-2.120263,57.137323,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T17:40:15.917,5,revise,active
639000322,23234243,,,Ashley Road,,,,Ashley Road,,Great Western Road,,,,opp,,SW,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392761,805095,-2.121236,57.136694,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T17:45:17.780,5,revise,active
639000331,23234326,,,Nellfield Place,,,,Nellfield Place,,Great Western Road,,,,opp,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392961,805341,-2.117938,57.138907,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T15:49:07.426,7,revise,active
639000332,23234298,,,Ashley Grove,,,,Ashley Grove,,Great Western Road,,,,at,,SW,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,392931,805278,-2.118432,57.13834,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T15:54:29.034,4,revise,active
639000341,23234356,,,Nellfield Cemetery,,,,Holburn Street,,Great Western Road,,,,opp,,NE,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,393137,805456,-2.115034,57.139942,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T15:37:16.546,3,revise,active
639000342,23234358,,,Nellfield Cemetery,,,,Holburn Street,,Great Western Road,,,,at,,W,ES002536,Mannofield,Aberdeen,,Aberdeen,,Mannofield,,0,UKOS,393126,805439,-2.115215,57.139789,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-10-15T15:38:26.486,4,revise,active
639000351,23234527,,,Rubislaw Place,,,,Albyn Grove,,Albyn Place,,,,opp,,W,ES000011,Aberdeen,,,Aberdeen,,City Centre,,1,UKOS,393021,805782,-2.11696,57.142869,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-11-22T18:20:39.916,2,revise,active
639000352,23234536,,,Rubislaw Place,,,,Rubislaw Place,,Albyn Place,,,,at,,E,ES000011,Aberdeen,,,Aberdeen,,City Centre,,1,UKOS,393080,805791,-2.115985,57.142951,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-11-22T18:23:17.110,3,revise,active
639000361,23234528,,,Prince Arthur Street,,,,Prince Arthur Street,,Albyn Place,,,,opp,,W,ES000011,Aberdeen,,,Aberdeen,,Queens Cross,,0,UKOS,392779,805789,-2.120959,57.142928,BCT,MKD,OTH,,,,111,2003-06-11T00:00:00.000,2021-11-22T18:17:17.415,6,revise,active
639000362,23234535,,,Prince Arthur Street,,,,Prince Arthur Street,,Albyn Place,,,,at,,E,ES000011,Aberdeen,,,Aberdeen,,City Centre,,0,UKOS,392770,805800,-2.121108,57.143027,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2021-11-22T18:14:48.873,5,revise,active
639000371,23234529,,,Queen's Cross Church,,,,Queen's Cross Church,,Albyn Place,,,,opp,,W,ES000011,Aberdeen,,,Aberdeen,,City Centre,,1,UKOS,392521,805796,-2.125222,57.142987,BCT,MKD,PPT,,,,111,2003-07-16T00:00:00.000,2021-11-22T18:09:25.988,4,revise,active
639000372,23234538,,,Queen's Cross Church,,,,Queen's Cross Church,,Albyn Place,,,,at,,E,ES000011,Aberdeen,,,Aberdeen,,City Centre,,1,UKOS,392504,805808,-2.125504,57.143094,BCT,MKD,PPT,,,,111,2003-07-16T00:00:00.000,2021-11-22T18:09:46.499,6,revise,active
639000381,23234398,,,Queen's Gardens,,,,Queen's Gardens,,Queen's Road,,,,opp,,SW,ES000011,Aberdeen,,,Aberdeen,,Queens Cross,,1,UKOS,392207,805719,-2.130408,57.14229,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2022-03-10T12:21:27.034,4,revise,active
639000382,23234397,,,Queen's Gardens,,,,Queen's Gardens,,Queen's Road,,,,at,,NE,ES000011,Aberdeen,,,Aberdeen,,Queens Cross,,1,UKOS,392247,805749,-2.129748,57.14256,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2022-03-10T12:24:21.250,4,revise,active
639000391,23234383,,,Forest Avenue,,,,Forest Avenue,,Queen's Road,,,,at,,SW,ES000011,Aberdeen,,,Aberdeen,,Queens Cross,,1,UKOS,391999,805640,-2.133843,57.141576,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2022-03-10T12:11:14.834,5,revise,active
639000392,23234379,,,Forest Road,,,,Forest Road,,Queen's Road,,,,at,,NE,ES000011,Aberdeen,,,Aberdeen,,Queens Cross,,0,UKOS,392113,805698,-2.131961,57.142099,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2022-03-10T12:15:19.946,6,revise,active
639000401,23234374,,,Royal Court,,,,Royal Court,,Queen's Road,,,,at,,SW,ES000011,Aberdeen,,,Aberdeen,,Rubislaw,,0,UKOS,391852,805583,-2.13627,57.141062,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2022-05-11T13:06:24.924,5,revise,active
639000402,23234382,,,Royal Court,,,,Royal Court,,Queen's Road,,,,opp,,NE,ES000011,Aberdeen,,,Aberdeen,,City Centre,,1,UKOS,391882,805610,-2.135775,57.141305,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2022-05-11T13:08:32.246,5,revise,active
639000411,23234364,,,Bayview Road,,,,Bayview Road,,Queen's Road,,,,opp,,SW,ES000011,Aberdeen,,,Aberdeen,,Rubislaw,,1,UKOS,391647,805506,-2.139655,57.140366,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2022-03-10T00:16:35.716,7,revise,active
639000412,23234368,,,Bayview Road,,,,Bayview Road,,Queen's Road,,,,at,,NE,ES000011,Aberdeen,,,Aberdeen,,Rubislaw,,1,UKOS,391709,805544,-2.138632,57.140709,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2022-03-10T00:13:57.971,8,revise,active
639000421,23234352,,,Royfold Crescent,,,,Royfold Crescent,,Queen's Road,,,,opp,,SW,ES003216,Rubislaw,Aberdeen,,Aberdeen,,Rubislaw,,0,UKOS,391397,805407,-2.143782,57.139472,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2022-03-10T00:10:59.800,5,revise,active
639000422,23234357,,,Royfold Crescent,,,,Royfold Crescent,,Queen's Road,,,,at,,NE,ES003216,Rubislaw,Aberdeen,,Aberdeen,,Rubislaw,,0,UKOS,391428,805437,-2.143271,57.139743,BCT,MKD,OTH,,,,111,2003-07-25T00:00:00.000,2022-03-10T00:10:38.828,7,revise,active
639000431,23234345,,,Viewfield Road,,,,Viewfield Road,,Queen's Road,,,,at,,W,ES003216,Rubislaw,Aberdeen,,Aberdeen,,Rubislaw,,0,UKOS,391277,805376,-2.145764,57.139192,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2022-03-10T00:05:41.143,5,revise,active
639000432,23234343,,,Viewfield Road,,,,Viewfield Road,,Queen's Road,,,,opp,,E,ES003216,Rubislaw,Aberdeen,,Aberdeen,,Rubislaw,,0,UKOS,391182,805370,-2.147333,57.139136,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2022-03-10T00:01:52.303,4,revise,active
639000441,23234346,,,Hill of Rubislaw,,,,Hill of Rubislaw,,Queen's Road,,,,opp,,NW,ES003216,Rubislaw,Aberdeen,,Aberdeen,,Rubislaw,,0,UKOS,390917,805401,-2.151713,57.139409,BCT,MKD,OTH,,,,111,2003-07-16T00:00:00.000,2022-03-09T23:57:29.931,4,revise,active
